Code,GEOG,Name,Pre_1900,1900_1918,1919_1929,1930_1939,1945_1954,1955_1964,1965_1972,1973_1982,1983_1992,1993_1999,2000_2009,2010_Present,UNKNOWN,Year
E01033567,LSOA,Birmingham 135B,0,0,0,0,0,0,0,0,0,0,730,170,10,2018
E01033616,LSOA,Birmingham 135D,0,0,0,0,20,0,490,0,0,0,270,160,40,2018
E01033620,LSOA,Birmingham 138A,80,100,0,0,0,0,0,60,0,0,470,110,10,2018
E01033630,LSOA,Birmingham 031H,70,40,0,0,0,0,0,0,20,0,430,0,80,2018
E01033632,LSOA,Birmingham 023F,110,280,100,10,0,430,20,10,0,90,0,180,10,2018
E01033643,LSOA,Birmingham 082F,640,70,0,0,30,0,0,0,20,0,30,0,50,2018
E01033649,LSOA,Birmingham 058F,10,260,190,0,0,0,0,0,0,0,60,0,0,2018
E01033557,LSOA,Birmingham 134B,0,0,0,0,0,0,0,0,50,20,770,300,20,2018
E01033615,LSOA,Birmingham 135C,50,30,0,0,0,0,0,0,0,0,450,30,0,2018
E01033635,LSOA,Birmingham 039H,200,510,50,110,10,10,0,10,0,90,0,30,10,2018
E01033642,LSOA,Birmingham 063F,30,420,270,100,10,0,0,0,30,0,10,0,0,2018
E01033559,LSOA,Birmingham 049E,150,130,0,0,0,0,0,0,10,0,450,180,60,2018
E01033621,LSOA,Birmingham 035G,290,330,60,20,0,60,10,60,0,0,50,110,30,2018
E01033622,LSOA,Birmingham 138B,10,0,0,0,0,0,120,0,0,60,690,160,20,2018
E01033626,LSOA,Birmingham 134D,0,0,0,0,0,70,70,0,0,0,450,0,10,2018
E01033628,LSOA,Birmingham 041F,380,10,0,0,0,0,130,170,50,50,0,200,70,2018
E01033641,LSOA,Birmingham 140G,410,350,120,10,10,0,0,0,0,0,90,0,0,2018
E01008886,LSOA,Birmingham 076B,10,380,0,0,10,0,130,40,90,30,20,0,20,2018
E01008887,LSOA,Birmingham 078C,90,100,180,260,0,0,10,0,0,0,0,0,0,2018
E01008891,LSOA,Birmingham 089B,0,40,10,270,30,0,200,0,0,120,0,0,0,2018
E01008896,LSOA,Birmingham 066B,0,0,490,10,0,0,60,0,10,0,0,0,0,2018
E01008906,LSOA,Birmingham 049A,310,0,0,0,0,0,110,40,10,10,0,20,10,2018
E01008916,LSOA,Birmingham 037E,140,260,0,10,10,10,10,0,50,10,10,0,10,2018
E01008941,LSOA,Birmingham 115C,0,0,340,200,0,40,0,0,0,0,0,0,20,2018
E01008948,LSOA,Birmingham 122D,0,0,10,350,120,140,10,0,0,0,20,0,0,2018
E01008956,LSOA,Birmingham 112D,110,250,110,10,0,30,0,0,30,0,10,0,50,2018
E01008957,LSOA,Birmingham 112E,320,200,10,20,10,30,0,40,50,0,50,40,20,2018
E01008962,LSOA,Birmingham 116D,10,10,20,10,230,220,210,70,10,30,50,80,0,2018
E01008970,LSOA,Birmingham 110C,0,0,0,220,50,60,170,80,0,0,0,10,20,2018
E01008974,LSOA,Birmingham 118C,0,0,10,250,70,40,110,30,20,20,610,10,10,2018
E01009003,LSOA,Birmingham 018B,90,100,80,120,0,140,120,0,10,0,0,10,0,2018
E01009005,LSOA,Birmingham 025A,0,10,20,80,10,310,100,40,0,30,60,90,10,2018
E01009048,LSOA,Birmingham 040D,340,70,10,100,0,0,20,0,0,30,20,30,30,2018
E01009078,LSOA,Birmingham 087E,60,10,140,230,30,10,100,80,0,0,0,30,0,2018
E01009081,LSOA,Birmingham 038C,0,0,0,100,0,130,320,0,0,20,0,0,0,2018
E01009086,LSOA,Birmingham 044B,0,0,40,370,0,50,70,0,90,0,0,0,0,2018
E01009088,LSOA,Birmingham 045A,0,0,0,380,140,10,60,0,0,0,140,0,0,2018
E01009090,LSOA,Birmingham 042E,10,0,100,390,0,10,0,30,0,0,0,0,0,2018
E01009096,LSOA,Birmingham 029A,0,0,0,0,0,110,540,0,20,20,80,0,10,2018
E01009101,LSOA,Birmingham 029D,0,0,20,0,0,40,270,50,0,170,90,10,10,2018
E01009120,LSOA,Birmingham 123D,30,10,10,200,20,190,10,90,60,20,10,40,10,2018
E01009124,LSOA,Birmingham 022B,0,0,40,20,0,390,80,0,40,30,40,50,0,2018
E01009125,LSOA,Birmingham 022C,0,0,450,180,0,0,50,0,0,20,0,0,0,2018
E01009132,LSOA,Birmingham 014D,0,0,220,300,20,0,10,60,0,0,0,0,10,2018
E01009133,LSOA,Birmingham 011E,0,0,170,250,20,0,0,170,0,0,0,0,10,2018
E01009140,LSOA,Birmingham 060C,180,100,110,40,10,0,80,130,50,0,0,80,50,2018
E01009141,LSOA,Birmingham 137A,0,0,0,0,0,60,390,240,80,20,0,10,20,2018
E01009164,LSOA,Birmingham 130B,20,10,200,0,70,110,10,40,180,10,0,10,0,2018
E01009169,LSOA,Birmingham 129D,0,0,40,400,150,50,0,0,0,0,40,0,10,2018
E01009177,LSOA,Birmingham 104B,420,150,10,10,10,0,0,10,20,0,30,0,10,2018
E01009185,LSOA,Birmingham 093A,90,140,40,30,0,140,130,40,40,10,80,0,30,2018
E01009189,LSOA,Birmingham 104E,270,60,110,60,0,10,90,0,10,0,0,0,10,2018
E01009194,LSOA,Birmingham 051A,170,260,60,0,10,0,0,0,10,30,130,210,40,2018
E01009198,LSOA,Birmingham 058D,250,140,0,10,10,0,0,0,0,60,10,0,0,2018
E01009208,LSOA,Birmingham 124C,0,0,0,510,40,10,0,20,0,0,100,150,10,2018
E01009211,LSOA,Birmingham 120C,0,20,30,0,60,0,0,440,70,50,0,0,0,2018
E01009230,LSOA,Birmingham 017C,10,0,70,470,0,60,40,20,0,0,0,50,10,2018
E01009233,LSOA,Birmingham 008D,0,0,200,420,0,0,0,0,0,0,0,0,0,2018
E01009239,LSOA,Birmingham 033F,60,80,60,110,0,110,70,20,20,40,0,0,10,2018
E01009246,LSOA,Birmingham 016D,0,0,0,510,70,30,40,10,0,0,0,0,0,2018
E01009249,LSOA,Birmingham 080A,0,0,10,440,200,10,0,0,0,0,0,0,0,2018
E01009254,LSOA,Birmingham 085C,0,0,70,370,60,90,10,30,40,10,0,150,20,2018
E01009255,LSOA,Birmingham 080E,0,0,0,380,100,90,30,0,0,30,20,0,0,2018
E01009261,LSOA,Birmingham 073E,0,40,100,390,10,30,60,50,0,0,0,40,0,2018
E01009266,LSOA,Birmingham 034A,210,350,20,10,0,20,0,40,0,0,0,10,10,2018
E01009292,LSOA,Birmingham 099B,0,10,30,480,0,30,130,0,0,0,0,0,0,2018
E01009296,LSOA,Birmingham 100E,390,160,10,10,0,0,10,10,10,0,0,0,10,2018
E01009298,LSOA,Birmingham 054D,0,0,0,530,0,10,0,0,10,10,30,0,0,2018
E01009300,LSOA,Birmingham 057C,0,0,20,470,130,80,10,0,20,0,0,0,0,2018
E01009316,LSOA,Birmingham 081B,20,10,0,320,200,70,70,0,0,0,0,50,0,2018
E01009320,LSOA,Birmingham 081F,0,0,10,420,120,30,40,0,20,0,0,0,10,2018
E01009326,LSOA,Birmingham 066D,0,10,460,50,30,0,0,0,0,0,0,10,0,2018
E01009341,LSOA,Birmingham 066E,10,10,120,340,10,10,0,50,0,0,0,0,10,2018
E01009350,LSOA,Birmingham 039B,440,20,0,0,20,0,0,0,0,0,0,10,0,2018
E01009359,LSOA,Birmingham 047C,240,380,0,30,0,10,0,0,0,60,0,0,20,2018
E01009368,LSOA,Birmingham 077A,260,10,0,0,20,20,0,10,40,0,0,0,60,2018
E01009375,LSOA,Birmingham 083B,310,60,0,0,30,0,10,10,90,10,20,0,10,2018
E01009385,LSOA,Birmingham 092F,320,20,0,20,0,30,70,30,30,70,20,10,30,2018
E01009421,LSOA,Birmingham 004A,0,30,10,90,30,290,60,40,10,20,40,10,0,2018
E01009423,LSOA,Birmingham 002C,30,30,100,10,300,120,120,10,30,0,10,0,0,2018
E01009427,LSOA,Birmingham 004C,30,70,50,20,10,150,110,160,30,60,20,10,10,2018
E01009431,LSOA,Birmingham 003E,0,30,10,30,20,430,10,40,10,10,20,60,0,2018
E01009436,LSOA,Birmingham 012B,0,0,0,10,10,0,110,120,220,60,20,10,0,2018
E01009462,LSOA,Birmingham 018F,170,260,130,40,10,40,100,0,70,0,10,0,10,2018
E01009472,LSOA,Birmingham 010D,0,50,80,310,20,110,10,0,0,0,40,50,0,2018
E01009476,LSOA,Birmingham 055B,10,20,370,20,0,50,90,0,0,10,0,0,0,2018
E01009480,LSOA,Birmingham 044C,0,0,390,140,20,0,30,20,0,0,0,20,0,2018
E01009483,LSOA,Birmingham 051B,410,10,0,10,0,10,10,10,30,30,0,0,0,2018
E01009490,LSOA,Birmingham 055D,10,20,420,20,20,0,170,0,10,0,0,0,0,2018
E01009495,LSOA,Birmingham 106E,0,0,0,0,160,200,50,0,0,90,0,10,0,2018
E01009498,LSOA,Birmingham 119D,0,0,650,20,0,20,0,0,0,10,0,0,0,2018
E01009503,LSOA,Birmingham 101D,0,0,600,10,0,0,10,0,0,0,0,0,0,2018
E01009508,LSOA,Birmingham 056C,10,10,20,140,140,40,240,10,10,0,10,0,0,2018
E01009511,LSOA,Birmingham 054F,0,10,10,420,30,10,0,0,10,0,10,0,0,2018
E01009514,LSOA,Birmingham 062B,0,0,70,230,80,100,50,0,10,0,90,0,0,2018
E01032591,LSOA,Birmingham 133F,0,0,0,70,250,100,50,30,0,0,0,0,0,2018
E01033562,LSOA,Birmingham 087F,90,40,200,140,150,30,300,10,110,0,10,70,20,2018
E01033564,LSOA,Birmingham 136C,0,0,0,10,0,30,0,10,20,0,700,20,20,2018
E01033619,LSOA,Birmingham 137D,40,20,90,0,0,0,110,0,0,0,360,200,10,2018
E01033623,LSOA,Birmingham 138C,240,10,0,0,0,0,0,110,140,220,200,300,20,2018
E01033625,LSOA,Birmingham 138D,0,0,0,0,0,0,0,0,0,0,1170,60,30,2018
E01033629,LSOA,Birmingham 106F,20,0,40,50,210,260,330,120,10,50,10,50,0,2018
E01033631,LSOA,Birmingham 079F,70,20,70,40,0,140,130,140,20,20,370,510,290,2018
E01033644,LSOA,Birmingham 052F,450,160,0,0,30,10,0,40,60,50,0,10,40,2018
E01033646,LSOA,Birmingham 031I,270,120,10,0,0,40,50,120,40,70,40,40,30,2018
E01033647,LSOA,Birmingham 058E,120,120,60,70,20,0,0,0,0,30,0,0,0,2018
E01033648,LSOA,Birmingham 084F,750,30,0,0,10,0,0,0,30,10,0,0,30,2018
E01033650,LSOA,Birmingham 077F,430,130,20,0,10,0,20,30,70,0,20,10,10,2018
E01008881,LSOA,Birmingham 067A,0,30,270,200,0,80,0,0,30,0,10,0,10,2019
E01008885,LSOA,Birmingham 076A,0,50,0,450,0,0,0,0,0,0,0,0,0,2019
E01008892,LSOA,Birmingham 089C,20,320,0,0,0,0,0,0,0,190,0,0,10,2019
E01008909,LSOA,Birmingham 041D,0,0,0,0,0,0,320,30,0,130,20,90,0,2019
E01008923,LSOA,Birmingham 102B,0,0,10,0,440,70,120,0,0,0,0,10,10,2019
E01008930,LSOA,Birmingham 106D,10,0,0,0,30,80,10,190,0,20,250,200,10,2019
E01008933,LSOA,Birmingham 105A,0,0,200,290,30,20,10,0,10,0,0,0,0,2019
E01008939,LSOA,Birmingham 111E,0,0,310,60,30,0,80,10,40,0,140,20,10,2019
E01008940,LSOA,Birmingham 115B,10,0,390,50,10,0,10,10,50,0,10,10,50,2019
E01008945,LSOA,Birmingham 122A,10,10,150,290,10,10,50,110,20,0,120,10,10,2019
E01008950,LSOA,Birmingham 113A,20,0,210,130,40,10,10,250,50,0,0,0,0,2019
E01008953,LSOA,Birmingham 107A,20,130,110,20,20,20,320,0,0,0,0,0,10,2019
E01008959,LSOA,Birmingham 116A,40,110,50,20,70,60,140,40,160,0,10,0,100,2019
E01008964,LSOA,Birmingham 107C,0,0,430,110,0,0,0,0,100,10,0,0,0,2019
E01008966,LSOA,Birmingham 107E,120,20,260,70,0,40,60,10,0,10,140,0,10,2019
E01008971,LSOA,Birmingham 117D,30,60,80,80,10,0,70,130,70,0,170,20,20,2019
E01008981,LSOA,Birmingham 110D,70,190,150,60,20,40,40,10,10,0,10,10,10,2019
E01008999,LSOA,Birmingham 031B,20,80,250,100,0,20,20,20,0,20,10,0,10,2019
E01009014,LSOA,Birmingham 090A,0,40,320,200,0,0,0,0,0,0,40,70,10,2019
E01009020,LSOA,Birmingham 103B,0,0,520,40,0,0,0,0,0,0,10,0,0,2019
E01009021,LSOA,Birmingham 103C,0,0,520,50,0,0,0,0,0,100,0,0,0,2019
E01009026,LSOA,Birmingham 090C,60,70,380,30,0,0,0,60,0,0,0,70,10,2019
E01009028,LSOA,Birmingham 090D,0,30,550,0,0,30,0,30,0,0,0,0,10,2019
E01009035,LSOA,Birmingham 108C,0,10,190,420,0,10,0,0,0,0,0,0,10,2019
E01009036,LSOA,Birmingham 108D,10,40,230,70,10,0,20,30,100,0,10,0,40,2019
E01009040,LSOA,Birmingham 132B,0,0,200,320,10,60,10,10,10,0,0,0,20,2019
E01009042,LSOA,Birmingham 132D,0,0,180,330,0,10,0,0,10,0,10,0,0,2019
E01009046,LSOA,Birmingham 097E,0,110,270,130,0,30,20,0,30,0,0,0,10,2019
E01009047,LSOA,Birmingham 040C,350,40,20,20,0,0,10,40,50,30,10,0,10,2019
E01009053,LSOA,Birmingham 033B,240,180,10,0,0,0,0,0,0,60,0,0,0,2019
E01009054,LSOA,Birmingham 033C,0,90,200,80,0,0,70,0,0,10,0,0,0,2019
E01009057,LSOA,Birmingham 035D,370,40,50,50,10,10,10,0,30,30,0,10,40,2019
E01009061,LSOA,Birmingham 033E,350,80,0,0,0,0,20,10,0,0,0,0,10,2019
E01009064,LSOA,Birmingham 095B,0,0,150,360,0,0,90,0,0,0,10,0,10,2019
E01009065,LSOA,Birmingham 075A,130,180,100,60,0,40,60,20,0,10,70,20,10,2019
E01009112,LSOA,Birmingham 127C,0,0,20,130,50,10,380,0,0,0,20,50,0,2019
E01009113,LSOA,Birmingham 128C,0,0,0,0,0,90,110,320,0,0,0,110,20,2019
E01009117,LSOA,Birmingham 126A,0,0,0,0,140,40,70,90,30,0,400,20,10,2019
E01009119,LSOA,Birmingham 123C,60,40,30,180,40,60,100,10,70,30,20,30,30,2019
E01009127,LSOA,Birmingham 011A,0,0,390,120,0,0,0,60,0,30,0,0,0,2019
E01009131,LSOA,Birmingham 011D,0,0,370,150,0,0,0,0,0,0,0,0,0,2019
E01009157,LSOA,Birmingham 125D,0,0,0,0,0,0,0,630,10,0,0,0,10,2019
E01009159,LSOA,Birmingham 130A,0,0,0,30,20,60,10,60,70,240,270,150,10,2019
E01009160,LSOA,Birmingham 125E,0,0,0,0,220,200,30,130,40,20,20,0,100,2019
E01009162,LSOA,Birmingham 124A,0,0,0,460,0,90,100,0,10,0,10,0,10,2019
E01009166,LSOA,Birmingham 131A,0,0,0,280,70,90,40,0,0,30,50,0,0,2019
E01009168,LSOA,Birmingham 131B,0,0,20,490,30,40,30,0,10,0,0,10,0,2019
E01009170,LSOA,Birmingham 131C,0,0,0,350,20,240,10,0,0,20,0,20,0,2019
E01009174,LSOA,Birmingham 119C,0,0,0,0,0,0,0,490,30,10,0,0,10,2019
E01009179,LSOA,Birmingham 104D,210,30,130,140,10,30,70,0,10,10,0,0,0,2019
E01009182,LSOA,Birmingham 092A,330,50,10,20,10,0,100,80,30,10,30,10,30,2019
E01009183,LSOA,Birmingham 088C,80,110,70,40,70,30,60,20,20,10,90,10,10,2019
E01009187,LSOA,Birmingham 092C,240,60,30,110,10,80,30,70,30,0,10,20,20,2019
E01009188,LSOA,Birmingham 092D,360,40,10,70,20,30,20,40,10,0,0,70,10,2019
E01009201,LSOA,Birmingham 043A,30,0,0,0,0,80,200,350,40,10,0,0,20,2019
E01009213,LSOA,Birmingham 124E,0,170,110,10,150,20,110,40,70,10,0,20,20,2019
E01009220,LSOA,Birmingham 008A,0,0,220,290,30,0,60,10,0,0,20,0,0,2019
E01009222,LSOA,Birmingham 008B,0,0,130,380,0,30,0,0,0,50,40,0,0,2019
E01009226,LSOA,Birmingham 017A,0,0,10,520,40,30,40,0,0,0,30,0,0,2019
E01009250,LSOA,Birmingham 080B,40,50,20,60,60,30,360,10,40,40,20,10,10,2019
E01009257,LSOA,Birmingham 080F,0,0,10,130,390,0,30,50,0,0,0,10,0,2019
E01009259,LSOA,Birmingham 094E,0,0,0,0,0,0,570,110,0,0,0,20,30,2019
E01009262,LSOA,Birmingham 133A,10,10,10,310,20,20,10,70,60,0,0,10,40,2019
E01009267,LSOA,Birmingham 133B,0,0,0,80,110,130,170,50,0,40,0,40,0,2019
E01009268,LSOA,Birmingham 036A,10,20,190,230,0,0,0,0,0,0,0,0,0,2019
E01009270,LSOA,Birmingham 034C,420,60,20,20,20,20,10,10,30,0,0,30,80,2019
E01009282,LSOA,Birmingham 100B,70,220,40,100,0,10,20,30,130,50,30,10,10,2019
E01009288,LSOA,Birmingham 100C,120,30,60,50,10,20,40,100,30,10,0,20,10,2019
E01009293,LSOA,Birmingham 100D,170,190,70,130,10,0,0,0,60,0,10,20,0,2019
E01009299,LSOA,Birmingham 057B,0,0,0,270,210,0,0,10,90,80,0,0,0,2019
E01009301,LSOA,Birmingham 057D,0,0,0,0,500,50,140,0,50,60,0,0,0,2019
E01009302,LSOA,Birmingham 069A,0,0,10,120,80,210,90,150,0,0,0,0,0,2019
E01009329,LSOA,Birmingham 070A,480,140,10,0,0,0,0,10,20,30,20,10,0,2019
E01009332,LSOA,Birmingham 139E,230,10,10,20,10,30,20,90,130,10,0,30,20,2019
E01009333,LSOA,Birmingham 139F,400,0,20,0,20,10,0,0,0,0,0,0,0,2019
E01009334,LSOA,Birmingham 070B,270,100,10,0,10,0,0,50,0,0,10,0,0,2019
E01009335,LSOA,Birmingham 139G,20,470,10,0,0,0,0,0,0,0,0,0,0,2019
E01009347,LSOA,Birmingham 049D,30,10,0,0,0,0,260,110,100,20,0,50,10,2019
E01009348,LSOA,Birmingham 047A,130,30,0,0,0,0,130,340,50,0,100,40,10,2019
E01009352,LSOA,Birmingham 039C,390,60,20,0,0,0,0,0,10,0,0,0,10,2019
E01009353,LSOA,Birmingham 039D,460,40,0,0,0,0,0,0,0,0,0,0,0,2019
E01009363,LSOA,Birmingham 071B,150,0,0,0,10,0,20,170,200,30,0,10,0,2019
E01009382,LSOA,Birmingham 140C,180,190,10,0,0,0,10,40,0,0,0,0,10,2019
E01009389,LSOA,Birmingham 093B,40,250,60,50,10,10,0,60,10,0,0,0,20,2019
E01009404,LSOA,Birmingham 020B,0,0,360,260,10,10,0,0,0,0,10,10,0,2019
E01009408,LSOA,Birmingham 026B,10,110,270,270,10,0,0,0,0,0,10,0,10,2019
E01009413,LSOA,Birmingham 030D,180,260,0,160,0,10,50,20,30,0,0,0,10,2019
E01009433,LSOA,Birmingham 001D,0,0,0,0,30,10,20,240,400,10,70,0,0,2019
E01009435,LSOA,Birmingham 006B,0,20,30,20,0,10,0,100,160,280,80,0,0,2019
E01009438,LSOA,Birmingham 012C,0,0,0,0,0,0,0,330,240,50,0,0,0,2019
E01009439,LSOA,Birmingham 021A,0,0,20,130,20,250,110,70,20,0,20,0,0,2019
E01009446,LSOA,Birmingham 005B,0,10,90,80,20,120,100,60,150,90,270,40,0,2019
E01009449,LSOA,Birmingham 009A,40,220,50,50,10,20,320,20,140,0,140,90,20,2019
E01009453,LSOA,Birmingham 009C,0,110,60,260,0,10,0,0,0,0,0,10,0,2019
E01009454,LSOA,Birmingham 006E,20,0,20,10,0,10,10,240,350,10,10,0,0,2019
E01009457,LSOA,Birmingham 015A,0,10,40,50,40,460,60,0,0,0,0,0,0,2019
E01009465,LSOA,Birmingham 007C,0,0,0,370,110,10,10,0,0,0,10,0,0,2019
E01009469,LSOA,Birmingham 010B,0,0,10,50,10,70,340,10,10,100,10,0,0,2019
E01009474,LSOA,Birmingham 010F,50,60,30,400,20,60,20,0,10,10,10,0,0,2019
E01009491,LSOA,Birmingham 051E,40,320,80,0,0,0,30,0,0,0,0,40,10,2019
E01009492,LSOA,Birmingham 055E,30,170,300,50,0,0,0,0,0,0,0,20,0,2019
E01009493,LSOA,Birmingham 113D,0,0,0,0,0,290,210,0,0,0,280,260,0,2019
E01009501,LSOA,Birmingham 101B,0,0,570,20,0,0,20,0,0,0,10,0,10,2019
E01009510,LSOA,Birmingham 056E,0,30,100,10,30,20,370,110,40,0,0,0,0,2019
E01009520,LSOA,Birmingham 072D,0,10,30,460,30,0,70,0,100,20,0,0,10,2019
E01009521,LSOA,Birmingham 067E,30,110,160,240,0,50,0,10,40,0,0,0,0,2019
E01008893,LSOA,Birmingham 089D,150,190,10,90,0,70,20,10,160,0,20,20,20,2019
E01008894,LSOA,Birmingham 089E,180,130,40,10,10,160,50,30,0,10,20,40,30,2019
E01008913,LSOA,Birmingham 050B,0,0,0,0,0,30,630,0,0,30,0,310,10,2019
E01008919,LSOA,Birmingham 095A,30,0,20,20,220,40,110,210,0,0,50,0,10,2019
E01008924,LSOA,Birmingham 101A,0,0,0,150,170,170,10,10,40,90,0,10,0,2019
E01008929,LSOA,Birmingham 106C,0,0,0,0,190,270,0,30,60,150,0,20,0,2019
E01008932,LSOA,Birmingham 111A,90,10,340,60,0,20,120,0,0,10,10,0,10,2019
E01008934,LSOA,Birmingham 105B,0,0,10,270,150,90,0,0,40,0,10,0,0,2019
E01008943,LSOA,Birmingham 117B,10,0,110,210,70,30,10,40,10,0,70,10,0,2019
E01008944,LSOA,Birmingham 115D,0,10,200,130,70,210,0,60,30,10,30,0,20,2019
E01008946,LSOA,Birmingham 122B,20,10,160,250,0,40,100,20,40,0,10,0,0,2019
E01008949,LSOA,Birmingham 122E,0,0,10,110,90,100,150,30,30,0,0,0,10,2019
E01008954,LSOA,Birmingham 113B,20,20,210,60,60,70,20,20,0,70,10,30,20,2019
E01008965,LSOA,Birmingham 107D,0,210,70,210,0,50,30,0,0,10,10,0,0,2019
E01008967,LSOA,Birmingham 110A,20,20,180,90,40,140,100,30,10,10,0,10,10,2019
E01008972,LSOA,Birmingham 118A,0,0,80,90,150,10,280,0,20,20,120,10,10,2019
E01008977,LSOA,Birmingham 123A,0,30,240,220,50,0,60,20,70,0,20,20,10,2019
E01008978,LSOA,Birmingham 121B,0,0,10,0,0,20,690,40,0,0,0,0,50,2019
E01008982,LSOA,Birmingham 079A,20,0,10,0,0,130,100,260,20,10,200,30,10,2019
E01008988,LSOA,Birmingham 064C,450,60,20,50,0,10,80,90,30,150,40,80,70,2019
E01008990,LSOA,Birmingham 064E,50,0,10,70,0,120,200,50,10,10,10,40,10,2019
E01009000,LSOA,Birmingham 031C,100,190,30,10,0,70,70,150,0,140,0,0,10,2019
E01009006,LSOA,Birmingham 023C,180,270,10,0,0,100,190,10,0,20,20,0,10,2019
E01009009,LSOA,Birmingham 025B,20,0,30,260,0,30,50,180,0,0,50,0,0,2019
E01009013,LSOA,Birmingham 031D,240,300,80,60,0,60,20,10,20,60,90,30,30,2019
E01009017,LSOA,Birmingham 097A,0,100,320,50,0,0,0,0,0,0,10,30,10,2019
E01009029,LSOA,Birmingham 090E,40,90,320,30,0,40,10,10,0,0,10,0,0,2019
E01009030,LSOA,Birmingham 098D,10,30,270,130,0,0,40,0,0,20,0,0,0,2019
E01009039,LSOA,Birmingham 132A,0,0,220,230,30,10,30,90,30,0,10,0,0,2019
E01009043,LSOA,Birmingham 097B,20,320,210,10,10,10,0,0,0,0,60,10,10,2019
E01009060,LSOA,Birmingham 035F,300,30,0,0,0,0,30,10,80,10,0,0,0,2019
E01009068,LSOA,Birmingham 075C,320,150,0,0,0,0,10,50,30,50,90,70,10,2019
E01009073,LSOA,Birmingham 085A,0,0,10,100,60,230,210,30,0,0,10,0,0,2019
E01009074,LSOA,Birmingham 085B,0,0,0,40,90,340,150,60,0,0,10,10,0,2019
E01009084,LSOA,Birmingham 042A,0,0,10,260,150,60,30,10,0,0,0,10,0,2019
E01009100,LSOA,Birmingham 025D,0,10,100,100,0,20,30,0,0,340,260,10,10,2019
E01009103,LSOA,Birmingham 029E,0,0,0,0,0,20,410,10,0,170,40,0,0,2019
E01009104,LSOA,Birmingham 028E,0,0,590,30,0,10,0,0,10,0,0,0,0,2019
E01009105,LSOA,Birmingham 025E,0,0,20,530,10,0,0,50,40,0,0,110,10,2019
E01009109,LSOA,Birmingham 123B,0,0,0,0,160,200,90,0,10,40,10,120,10,2019
E01009114,LSOA,Birmingham 128D,0,0,10,80,0,0,0,590,0,0,10,0,0,2019
E01009118,LSOA,Birmingham 127E,0,10,0,0,0,60,110,460,0,10,0,0,10,2019
E01009126,LSOA,Birmingham 026A,0,0,0,560,0,0,0,0,0,0,0,0,0,2019
E01009136,LSOA,Birmingham 014E,0,0,80,0,0,0,0,470,150,40,60,10,0,2019
E01009145,LSOA,Birmingham 060D,350,20,70,10,0,0,0,0,100,30,100,100,20,2019
E01009153,LSOA,Birmingham 053C,570,0,0,0,0,10,120,80,40,10,10,0,10,2019
E01009161,LSOA,Birmingham 125F,0,0,0,0,0,0,0,530,0,0,0,0,90,2019
E01009163,LSOA,Birmingham 129B,0,0,0,200,50,30,110,120,0,20,70,540,0,2019
E01009167,LSOA,Birmingham 130C,0,0,170,140,180,70,20,0,20,10,0,0,0,2019
E01009173,LSOA,Birmingham 119B,0,0,650,10,0,10,0,0,0,0,0,0,0,2019
E01009197,LSOA,Birmingham 058C,0,180,50,0,0,0,0,10,0,220,10,0,0,2019
E01009200,LSOA,Birmingham 139A,40,10,90,160,0,0,10,10,110,180,0,0,10,2019
E01009214,LSOA,Birmingham 126D,0,0,0,10,460,70,160,0,10,80,10,0,0,2019
E01009215,LSOA,Birmingham 126E,0,0,0,20,260,300,290,10,0,0,20,90,0,2019
E01009217,LSOA,Birmingham 131E,10,0,0,330,0,280,0,10,0,0,30,0,0,2019
E01009219,LSOA,Birmingham 120E,60,90,10,300,40,40,0,10,0,0,70,10,10,2019
E01009221,LSOA,Birmingham 007A,0,0,80,480,30,10,0,0,0,0,0,0,0,2019
E01009234,LSOA,Birmingham 019A,0,0,0,610,0,0,0,10,0,20,0,0,0,2019
E01009251,LSOA,Birmingham 080C,0,0,20,550,10,60,0,0,0,0,0,0,0,2019
E01009253,LSOA,Birmingham 080D,0,0,0,410,170,20,0,0,0,0,20,0,0,2019
E01009258,LSOA,Birmingham 085E,0,0,10,260,30,10,310,70,10,0,0,0,10,2019
E01009260,LSOA,Birmingham 073D,10,0,40,80,10,70,360,50,10,0,10,0,30,2019
E01009278,LSOA,Birmingham 133D,0,0,0,390,40,80,10,10,0,0,10,20,0,2019
E01009280,LSOA,Birmingham 100A,100,170,100,30,0,10,0,20,100,0,0,160,0,2019
E01009294,LSOA,Birmingham 099C,10,80,180,230,10,150,60,50,40,10,10,20,0,2019
E01009295,LSOA,Birmingham 099D,20,60,130,80,0,120,130,20,20,0,110,10,10,2019
E01009303,LSOA,Birmingham 057E,0,0,0,30,160,30,120,180,0,220,0,0,0,2019
E01009312,LSOA,Birmingham 072A,0,0,0,360,100,10,30,60,10,50,0,10,0,2019
E01009319,LSOA,Birmingham 081E,0,0,0,580,0,60,0,0,10,0,0,0,0,2019
E01009322,LSOA,Birmingham 069D,0,0,0,0,500,20,90,0,0,0,10,140,0,2019
E01009346,LSOA,Birmingham 053E,280,10,0,0,0,0,0,240,10,0,0,0,0,2019
E01009354,LSOA,Birmingham 036F,240,30,20,0,40,0,0,130,40,20,0,0,0,2019
E01009365,LSOA,Birmingham 071D,230,20,0,0,10,30,30,140,70,10,30,20,30,2019
E01009372,LSOA,Birmingham 082A,310,100,0,0,10,0,0,0,0,0,0,0,10,2019
E01009378,LSOA,Birmingham 135A,190,10,0,10,0,60,110,30,60,30,510,310,90,2019
